sub,number,name,url,description,catalog
BIO,495,Research Methods/Techniques,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-495,"A laboratory course in selected areas such as cell biology and toxicology or molecular biology or bioinformatics. Working in a research group, students critically evaluate scientific literature and solve problems using laboratory techniques typical of the selected area of study. Students enrolled in this course will be actively engaged in laboratory research and will be expected to conduct research projects outside of the scheduled class time period. Prerequisites: Instructor permission",2018
BIO,496,Biology Research,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-496,"A laboratory or field research problem culminating in a paper or other final presentation according to departmental guidelines. Students enrolled in BIO-496 must complete relevant safety training prior to beginning laboratory or field work. In addition, students must complete a course in research ethics such as Responsible Conduct of Research (RCR) or equivalent by mid-term. See independent study guidelines. Prerequisite: BIO-396",2018
BIO,497,Internship,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-497,"Research Internships are designed to give students independent research experience in the fields of their interest, and are coordinated through the Center for Experiential Learning (CEL). A written summary of the internship and a seminar are presented to the department at the conclusion of the internship. See internship guidelines.",2018
BIO,499,Senior Comprehensive Examination,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-499,"A written comprehensive examination designed to measure the full range of students' understanding of biology. To pass BIO-499, a student must pass the written exam according to the criteria set by the biology department. Students failing to score a passing grade must pass an Oral Comprehensive exam given by the biology faculty in the following Winter or Spring term.",2018
BIO,499T,Special Topics in Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-499T,nan,2018
BUS,100,Introduction to Business,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-100,"An introduction to the private enterprise system and the component areas of business including:  marketing, management, finance, production, business and government relations, organized labor, and the ethical and social responsibilities of business organizations.",2018
BUS,130,Personal Finance,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-130,"Survival skills necessary to insure financial life after graduation. Students will discuss and develop a personal philosophy of spending, saving, and investing. Topics of consumption expenditures will include housing, insurance, investments, personal expenditures and the use of credit. Students will use computer programs to develop personal financial plans for the present and projections for the future.",2018
BUS,150,Business Computer Applications,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-150,"An introduction to research, analysis and communication skills using information technology. This course is designed to offer life skills that all students can utilize through proper understanding and application of information technology. Current software programs will be taught to support problem-solving skills. All students, regardless of major, are encouraged to enroll.",2018
BUS,199T,Special Topics in Business,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/100/BUS-199T,nan,2018
BUS,200,Small Business Management,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-200,"Students develop their enterprising ability as a foundation for ongoing personal and professional growth. They also develop their understanding of the small business environment and entrepreneurship. During the semester, students create a business plan for a new venture as a way to integrate and apply the abilities and knowledge in marketing, finance, management and organization. Prerequisites: BUS-100",2018
BUS,225,Principles of Management,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-225,"This course is a comprehensive study of the fundamentals of management function and organizational behavior. Reviewing management models, organizational structure, work motivation, and selected management applications. Prerequisites: BUS-100 and Sophomore Standing",2018
BUS,294,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-294,Research in various areas of business for qualified students. May be repeated. See independent study guidelines. Prerequisites: Instructor permission,2018
BUS,299T,Special Topics in Business,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/200/BUS-299T,2018-2019 Undergraduate Catalog > Courses > BUS - Business > 200 > BUS-299T,2018
BUS,330,Principles of Finance,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-330,"An introduction to finance with emphasis on the theories and problems of resource allocation, the cost of capital, capital budgeting, asset valuation, capital structures, financial control. Prerequisites: ACC-222, ECN-200 and MAT-125 or MAT-212, or MAT-150 or higher.",2018
BUS,332,Financial Institutions,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-332,"Analysis of financial markets and intermediaries including theory and practice in financial intermediation, the nature and function of money, interest rate theory, money and capital market instruments, monetary theory and policy, and government regulation. Prerequisites:  ECN-200",2018
BUS,340,International Business,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-340,"An analysis of international business from the viewpoint of entering into multinational business activities, examining cultural, social, economic, and political factors related to transnational operations. Prerequisites: BUS-270 or POE-263",2018
BUS,341,International Business Travel,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-341,"An analysis of international business from the viewpoint of entering into multinational business activities, examining cultural, social, economic, and political factors related to transnational operations. This course will meet on campus during Winter Term for two weeks, followed by one week of travel with faculty. Travel fee applies. Prerequisites: BUS-100 or instructor permission",2018
BUS,350,Management Science,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-350,"A study of managerial decision making and how analytic frameworks are used to support decisions. Topics include decision modeling, forecasting, linear programming, and statistical quality control. Prerequisites: ACC-222, BUS-150, ECN-200, and MAT-125.",2018
BUS,357,Organizational Behavior,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-357,The application of behavioral science theory and methods to better understand and management individual and group behavior in organizations. Prerequisite: BUS-100,2018
BUS,358,Human Resources Management,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-358,"This course examines how the management of human resources can help organizations to successfully deal with today's legal and ethical, social, global, quality, and technological challenges. Emphasis is on developing HR policies and implementing programs regarding the recruitment, selection, training and development, and compensation of employees. Prerequisite: BUS-100",2018
BUS,360,Principles of Marketing,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-360,"A foundation course in marketing which addresses the process of planning and executing the conception, pricing, promotion, and distribution of goods, services, and ideas to create exchanges that satisfy individual and organizational goals with consideration of the social, ethical, economic, and international environments. This foundation course is a prerequisite to all other marketing courses. Prerequisites: ECN-200",2018
BUS,366,Marketing Communication,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-366,"An analysis of the field of advertising, sales promotion, public relations, and personal selling management from an integrated marketing communications perspective. The course will focus on an examination of the marketing process, consumer behavior, communications theory, and the role of research to effectively plan, implement, and evaluate advertising and promotional programs. Prerequisites: BUS-360",2018
BUS,370,Social Entrepreneurship ENACTUS,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-370,"This course aims to foster applied social entrepreneurial concepts and theories with hands-on application in both domestic and international settings. In coordination with the international student organization ENACTUS, students will work on various entrepreneurial projects using business tools to address a societal issue related to education, health care, poverty, gender equality, socioeconomic development, animal welfare, etc. The course also addresses how differences in culture, language, history and politics may effect the implementation of a project. Students will follow established policies and procedures to complete academically based projects, while making a real-world impact. Gues lectures, off-campus visits with social entrepreneurial organizations, and Skype discussions with fellow ENACTUS student teams will foster intercultural communication and networking opportunities. Corequisite: Students must be members of ENACTUS Prerequisite: BUS-100 and Instructor permission",2018
BUS,371,Social Innovation and Impact,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BUS-Business/300/BUS-371,"This course provides an overview of social innovation, including its history and application to both nonprofit organizations, socially minded corporations, and for-profit firms with a social focus. It will explore various theories and applications of social innovation both domestically and internationally, emphasizing the importance of creativity, cross-sector collaboration, interdisciplinary approaches, entrepreneurial activities, and transcultural ethnographic research. The course will combine lectures, group discussions, applied projects, guest speakers, and off-site visits to local nonprofit and social entrepreneurial organizations that address issues in health, education, animal welfare, poverty, the environment, among others. The course will provide an overarching framework for students to develop the skillset to work in the social innovation sector, as well as prepare them for applied courses in social entrepreneurship. Prerequisites: BUS-100 or Instructor Permission",2018
